"POPCTRRAuid","POPCTRRAdguid","POPCTRRAname","POPCTRRAtype","POPCTRRAclass","POPCTRRApop_2021","POPCTRRAtdwell_2021","POPCTRRAurdwell_2021","POPCTRRApop_2016","POPCTRRApop_2016a","POPCTRRAtdwell_2016a","POPCTRRAurdwell_2016a","POPCTRRAarea","POPCTRRAadj_2016","POPCTRRAir_2016","POPCTRRAir_2021","PRuid","XPRuid","CMAuid"
"0366","2021S05100366","Hay River","4","2",2380,1172,950,2728,2728,1216,1065,"3.1617","0","0","0","61",,
"0367","2021S05100367","Hearst","4","2",3537,1775,1691,3835,3835,1912,1849,"5.0216","0","0","0","35",,
"0368","2021S05100368","Saint-Bruno","4","2",1868,829,803,1756,1756,756,732,"1.1553","0","0","0","24",,
"0371","2021S05100371","High Level","4","2",3461,1271,1151,2741,2746,1091,934,"2.6845","1","0","0","48",,
"0372","2021S05100372","High Prairie","4","2",2065,969,810,2264,2264,975,830,"2.3662","0","0","0","48",,
"0373","2021S05100373","High River","1","2",14119,5854,5698,13420,13420,5560,5293,"10.1285","0","0","0","48",,"821"
"0374","2021S05100374","Hinton","4","2",9191,4140,3759,9205,9205,4073,3677,"12.974","0","0","0","48",,
"0376","2021S05100376","Hope","4","2",4434,2167,2000,4067,4197,2082,1955,"5.4786","1","0","0","59",,
"0379","2021S05100379","Hudson","6","2",24245,8892,8747,21419,22158,8027,7851,"34.6726","1","0","0","24",,"462"
"0380","2021S05100380","Hudson Bay","4","2",1332,748,665,1306,1368,760,684,"1.2989","1","0","0","47",,
"0381","2021S05100381","Humboldt","4","2",5313,2374,2182,4872,5194,2296,2181,"3.4819","1","0","0","47",,
"0382","2021S05100382","Huntingdon","4","2",2673,1336,1263,2525,2553,1209,1142,"2.5126","1","0","0","24",,
"0383","2021S05100383","Huntsville","4","2",6639,3206,2971,6482,6482,3083,2847,"8.7281","0","0","0","35",,
"0385","2021S05100385","Indian Head","4","2",1819,862,795,1802,1824,846,763,"1.7253","1","0","0","47",,
"0386","2021S05100386","Ingersoll","1","2",13607,5594,5435,12587,12694,5168,5065,"10.3185","1","0","0","35",,"533"
"0387","2021S05100387","Innisfail","4","2",7016,3271,2966,6927,6937,3132,2823,"5.2276","1","0","0","48",,
"0388","2021S05100388","Inuvik","4","2",3001,1381,1161,3140,3140,1424,1151,"1.6036","0","0","0","61",,
"0389","2021S05100389","Invermere","4","2",3340,1880,1418,2882,2911,1721,1186,"3.4384","1","0","0","59",,
"0390","2021S05100390","Inverness","4","2",1228,633,562,1248,1248,620,532,"2.7297","0","0","0","12",,
"0391","2021S05100391","Iroquois","4","2",1406,663,650,1027,1299,656,633,"2.0125","1","0","0","35",,
"0392","2021S05100392","Iroquois Falls","4","2",2866,1422,1351,2955,2955,1451,1362,"1.5623","0","0","0","35",,
"0394","2021S05100394","Wawa","4","2",2431,1207,1097,2610,2610,1274,1147,"1.7615","0","0","0","35",,
"0396","2021S05100396","Joliette","1","3",49246,24181,23066,45508,46277,21977,21126,"39.0304","1","0","0","24",,"456"
"0397","2021S05100397","Kamloops","1","3",92442,39771,38082,78026,85702,37597,35419,"74.3533","1","0","0","59",,"925"
"0398","2021S05100398","Kamsack","4","2",1659,841,734,1775,1775,914,768,"1.6031","0","0","0","47",,
"0399","2021S05100399","Kanata","2","4",137118,49662,48713,117304,118308,42016,41257,"62.3488","1","0","0","35",,"505"
"0400","2021S05100400","Kapuskasing","4","2",7092,3723,3395,7378,7378,3684,3409,"8.6268","0","0","0","35",,
"0403","2021S05100403","Kelowna","1","4",181380,83287,77446,151957,160095,71247,67032,"168.9222","1","0","0","59",,"915"
"0405","2021S05100405","Kemptville","2","2",4051,1851,1796,3911,3911,1741,1692,"3.7304","0","0","0","35",,"505"
"0406","2021S05100406","Kenora","1","2",10974,5534,4958,10687,11112,5337,4932,"15.2507","1","0","0","35",,"598"
"0407","2021S05100407","Kensington","4","2",1743,865,834,1562,1618,779,747,"2.7427","1","0","0","11",,
"0408","2021S05100408","Kentville","1","2",14905,7015,6766,12088,14449,6768,6435,"27.9812","1","0","0","12",,"210"
"0410","2021S05100410","Killarney","4","2",2499,1134,1026,2150,2315,1120,1030,"3.4499","1","0","0","46",,
"0411","2021S05100411","Kimberley","4","2",4908,2300,2158,4513,4679,2254,2095,"4.5126","1","0","0","59",,
"0412","2021S05100412","Kincardine","4","2",9343,4574,3995,8315,8506,4247,3675,"9.5933","1","0","0","35",,
"0413","2021S05100413","Kindersley","4","2",2938,1501,1294,3052,3052,1446,1329,"1.7873","0","0","0","47",,
"0415","2021S05100415","Kingston","1","4",127943,61662,56450,117660,119061,58230,51907,"83.4264","1","0","0","35",,"521"
"0416","2021S05100416","Kingston - Greenwood","4","2",7118,3167,3017,6879,6879,3056,2854,"17.2199","0","0","0","12",,
"0418","2021S05100418","Kirkland Lake","4","2",6180,3581,3082,6305,6305,3627,3088,"4.1737","0","0","0","35",,
"0419","2021S05100419","Kitchener","1","4",522888,210386,200052,470015,473230,192648,182502,"296.4536","1","0","0","35",,"541"
"0420","2021S05100420","Kitimat","4","2",6727,3763,3028,6394,6822,3684,2971,"4.8834","1","0","0","59",,
"0423","2021S05100423","L'Assomption","6","2",16443,6837,6722,15906,16024,6526,6399,"11.6313","1","0","0","24",,"462"
"0424","2021S05100424","L'Épiphanie","2","2",7607,3152,3073,7225,7385,2990,2887,"10.102","1","0","0","24",,"462"
"0427","2021S05100427","L'Orignal","4","2",1359,636,595,1450,1483,665,631,"2.9065","1","0","0","35",,
"0430","2021S05100430","La Malbaie","4","2",3534,1990,1725,3520,3520,2052,1759,"3.9699","0","0","0","24",,
"0432","2021S05100432","La Pocatière","4","2",3921,2095,1884,3928,3954,2035,1813,"5.2208","1","0","0","24",,
"0434","2021S05100434","La Sarre","4","2",5629,2891,2715,4570,5547,2862,2659,"5.8957","1","0","0","24",,
"0435","2021S05100435","La Tuque","4","2",7464,4041,3742,7751,7571,4057,3728,"6.3306","1","0","0","24",,
"0437","2021S05100437","Labelle","4","2",1244,637,597,1136,1179,622,543,"2.7747","1","0","0","24",,
"0438","2021S05100438","Labrador City","4","2",9011,4075,3720,8622,8763,4262,3506,"14.4951","1","0","0","10",,
"0439","2021S05100439","Lac la Biche","4","2",2138,991,819,2294,2294,1040,887,"2.944","0","0","0","48",,
"0442","2021S05100442","Lac-Etchemin","4","2",1769,806,729,1782,1782,1007,817,"1.6533","0","0","0","24",,
"0443","2021S05100443","Lac-Mégantic","4","2",5808,3144,2942,5647,5664,2857,2685,"9.3213","1","0","0","24",,
"0444","2021S05100444","Lachute","1","2",11221,5477,5250,10082,10565,5251,4956,"9.5923","1","0","0","24",,"468"
"0445","2021S05100445","Lacolle","4","2",1729,798,767,1288,1601,712,689,"3.4109","1","0","0","24",,
"0446","2021S05100446","Lacombe","1","2",12835,5203,4927,12442,12740,4907,4672,"11.8735","1","0","0","48",,"832"
"0447","2021S05100447","Ladysmith","1","2",11194,5125,4920,10637,10637,4746,4673,"13.8502","0","0","0","59",,"936"
"0449","2021S05100449","Lake Cowichan","4","2",3181,1506,1425,3013,3089,1460,1414,"4.139","1","0","0","59",,
"0450","2021S05100450","Lakefield","2","2",2943,1371,1321,2753,2768,1335,1251,"2.6908","1","0","0","35",,"529"
"0455","2021S05100455","Lanigan","4","2",1277,587,521,1213,1245,588,494,"1.8329","1","0","0","47",,
"0458","2021S05100458","Laurentides","6","2",15768,6224,6032,12710,13023,5173,4990,"12.7765","1","0","0","24",,"462"
"0460","2021S05100460","Lavaltrie","6","2",11301,4683,4583,10767,10767,4363,4241,"7.0294","0","0","0","24",,"462"
"0463","2021S05100463","Leamington","6","3",35730,14121,13495,32991,33049,13183,12559,"31.7682","1","0","0","35",,"559"
"0464","2021S05100464","Lebel-sur-Quévillon","4","2",1931,1071,864,2015,2015,1061,862,"2.3308","0","0","0","24",,
"0465","2021S05100465","Leduc","6","3",33505,13207,12684,29556,29561,12034,11108,"67.4306","1","0","0","48",,"835"
"0467","2021S05100467","Lethbridge","1","3",92563,40434,37989,87572,89309,38423,36231,"64.0026","1","0","0","48",,"810"
"0469","2021S05100469","Lewisporte","4","2",2064,1002,889,2174,2179,979,911,"2.3348","1","0","0","10",,
"0470","2021S05100470","Lillooet","4","2",1652,886,809,1560,1570,850,752,"2.3713","1","0","0","59",,
"0472","2021S05100472","Lindsay","1","2",22367,10300,9821,20713,20713,9687,9084,"15.5681","0","0","0","35",,"530"
"0473","2021S05100473","Linière","4","2",1400,632,614,1385,1385,625,614,"1.6055","0","0","0","24",,
"0474","2021S05100474","Listowel","4","2",9539,4023,3910,7530,7530,3304,3159,"6.7318","0","0","0","35",,
"0475","2021S05100475","Little Current","4","2",1210,728,565,1558,1558,711,674,"2.23","0","0","0","35",,
"0477","2021S05100477","Liverpool","4","2",2546,1339,1239,2549,2549,1333,1229,"3.5934","0","0","0","12",,
"0478","2021S05100478","Lloydminster","1","3",31582,13530,12077,31400,31400,13345,11831,"24.4335","0","0","0","48","47","840"
"0480","2021S05100480","London","1","4",423369,186675,174961,383437,384784,175654,163296,"244.9696","1","0","0","35",,"555"
"0481","2021S05100481","Longlac","4","2",1316,650,562,1434,1434,693,592,"1.7392","0","0","0","35",,
"0485","2021S05100485","Louiseville","4","2",5577,2983,2829,5396,5416,2858,2725,"3.9995","1","0","0","24",,
"0487","2021S05100487","Lucan","4","2",3089,1215,1185,2541,2541,1006,986,"2.0128","0","0","0","35",,
"0488","2021S05100488","Luceville","4","2",1118,519,499,1112,1143,523,494,"1.3276","1","0","0","24",,
"0489","2021S05100489","Lucknow","4","2",1154,506,486,1121,1121,508,483,"1.6891","0","0","0","35",,
"0490","2021S05100490","Lunenburg","4","2",2405,1232,1085,2085,2262,1198,1034,"3.3512","1","0","0","12",,
"0492","2021S05100492","Macamic","4","2",1352,625,605,1307,1307,611,570,"2.0001","0","0","0","24",,
"0493","2021S05100493","Mackenzie","4","2",2856,1634,1323,3262,3262,1630,1409,"3.4274","0","0","0","59",,
"0494","2021S05100494","Madoc","4","2",1489,744,701,1535,1540,758,704,"2.189","1","0","0","35",,
"0495","2021S05100495","Magog","6","2",22222,11572,10774,20830,21001,10995,9931,"19.5692","1","0","0","24",,"433"
"0496","2021S05100496","Magrath","4","2",2308,770,744,2179,2235,741,707,"2.7037","1","0","0","48",,
"0498","2021S05100498","Malartic","4","2",2996,1464,1332,2972,2972,1432,1311,"1.6844","0","0","0","24",,
"0499","2021S05100499","Manitouwadge","4","2",1682,924,795,1708,1735,993,817,"2.3508","1","0","0","35",,
"0500","2021S05100500","Maniwaki","4","2",4094,2302,2055,3778,3891,2076,1929,"6.0477","1","0","0","24",,
"0501","2021S05100501","Manning","4","2",1027,503,441,1072,1072,502,447,"1.3729","0","0","0","48",,
"0502","2021S05100502","Maple Creek","4","2",2151,1075,980,2074,2074,1068,974,"1.5673","0","0","0","47",,
"0504","2021S05100504","Marathon","4","2",3022,1527,1354,3138,3138,1559,1368,"4.3268","0","0","0","35",,
"0505","2021S05100505","Marieville","4","2",10015,4237,4153,8891,9253,3910,3804,"6.7408","1","0","0","24",,
"0506","2021S05100506","Markdale","4","2",1206,598,564,1216,1216,615,585,"2.2982","0","0","0","35",,
"0508","2021S05100508","Marmora","4","2",1499,729,661,1629,1639,787,708,"2.1499","1","0","0","35",,
"0509","2021S05100509","Marystown","4","2",2671,1355,1219,2697,2702,1273,1160,"5.705","1","0","0","10",,
"0514","2021S05100514","Matagami","4","2",1340,695,584,1396,1396,683,591,"1.7256","0","0","0","24",,
"0515","2021S05100515","Matane","1","2",10371,5756,5416,10787,10787,5679,5321,"10.1609","0","0","0","24",,"403"
"0516","2021S05100516","Mattawa","4","2",1721,825,763,1786,1812,863,793,"2.1257","1","0","0","35",,
"0517","2021S05100517","Mayerthorpe","4","2",1171,524,467,1205,1205,551,495,"1.2888","0","0","0","48",,
"0521","2021S05100521","Meadow Lake","4","2",5141,2042,1857,5266,5266,2080,1880,"3.2792","0","0","0","47",,
"0522","2021S05100522","Meaford","4","2",5078,2651,2424,4910,4945,2491,2312,"5.8981","1","0","0","35",,
"0523","2021S05100523","Medicine Hat","1","3",63382,28666,27162,62935,63111,27826,26519,"53.196","1","0","0","48",,"805"
"0524","2021S05100524","Melfort","4","2",5718,2702,2494,5778,5778,2613,2497,"4.3349","0","0","0","47",,
"0527","2021S05100527","Melville","4","2",4075,2152,1948,4127,4127,2177,1943,"2.8407","0","0","0","47",,
"0529","2021S05100529","Merritt","4","2",5248,2435,2293,5321,5321,2432,2277,"4.4286","0","0","0","59",,
"0530","2021S05100530","Middleton","4","2",1429,738,694,1391,1391,751,667,"2.7198","0","0","0","12",,
"0531","2021S05100531","Midland","1","2",26246,11874,11149,24353,24443,11087,10511,"27.4107","1","0","0","35",,"571"
"0532","2021S05100532","Milton","6","4",124579,37981,37179,101715,101885,32515,31388,"45.2044","1","0","0","35",,"535"
"0533","2021S05100533","Milverton","4","2",1797,711,686,1576,1586,628,616,"1.3252","1","0","0","35",,
"0534","2021S05100534","Minnedosa","4","2",2407,1137,1063,2178,2224,1117,1014,"2.2291","1","0","0","46",,
"0538","2021S05100538","Mitchell","4","2",4868,1996,1950,4573,4604,1878,1842,"5.0785","1","0","0","35",,
"0539","2021S05100539","Moncton","1","4",119785,54519,51830,108620,109075,51406,47420,"110.7279","1","0","0","13",,"305"
"0540","2021S05100540","Mont-Joli","4","2",5730,2826,2717,5604,5660,2761,2620,"7.9558","1","0","0","24",,
"0541","2021S05100541","Mont-Laurier","4","2",7634,4092,3887,7644,7841,3868,3703,"10.4033","1","0","0","24",,
"0544","2021S05100544","Montague","4","2",1896,931,850,1834,1834,866,819,"2.0678","0","0","0","11",,
"0546","2021S05100546","Montmagny","4","2",8881,4766,4528,9041,9041,4523,4335,"6.7346","0","0","0","24",,
"0547","2021S05100547","Montréal","1","4",3675219,1667662,1581599,3519595,3528651,1584409,1496841,"1382.4663","1","0","0","24",,"462"
"0549","2021S05100549","Moose Jaw","1","3",32813,15814,14417,32724,32993,15562,14280,"22.1434","1","0","0","47",,"715"
"0551","2021S05100551","Moosomin","4","2",2478,1159,1056,2548,2548,1223,1136,"1.9287","0","0","0","47",,
"0553","2021S05100553","Morden","2","2",9103,3871,3714,7907,8058,3437,3308,"8.5322","1","0","0","46",,"603"
"0554","2021S05100554","Morinville","2","2",10385,3981,3768,9848,9848,3611,3491,"11.1548","0","0","0","48",,"835"
"0555","2021S05100555","Morris","4","2",1801,786,745,1714,1714,733,706,"2.2587","0","0","0","46",,
"0556","2021S05100556","Morrisburg","4","2",2398,1065,1022,2385,2385,1048,1008,"1.3629","0","0","0","35",,
"0557","2021S05100557","Mount Brydges","2","2",2656,1001,965,1842,2117,791,785,"5.5011","1","0","0","35",,"555"
"0558","2021S05100558","Mount Forest","4","2",5040,2250,2174,4643,4643,2155,2075,"3.7253","0","0","0","35",,
"0564","2021S05100564","Notre-Dame-du-Bon-Conseil","2","2",1149,492,478,1018,1018,433,418,"1.3873","0","0","0","24",,"447"
"0565","2021S05100565","Notre-Dame-du-Lac","4","2",1207,667,597,1184,1184,656,585,"2.5963","0","0","0","24",,
"0567","2021S05100567","Nakusp","4","2",1112,606,554,1130,1135,594,558,"1.3144","1","0","0","59",,
"0568","2021S05100568","Nanaimo","1","4",106079,47554,45512,92004,96415,43265,41447,"86.7611","1","0","0","59",,"938"
"0569","2021S05100569","Napanee","4","2",8173,3562,3424,7439,7439,3474,3312,"7.9171","0","0","0","35",,
"0570","2021S05100570","Napierville","4","2",4740,2047,1927,4708,4708,1952,1918,"5.7995","0","0","0","24",,
"0572","2021S05100572","Neepawa","4","2",4938,1681,1615,3939,3939,1402,1364,"2.3571","0","0","0","46",,
"0574","2021S05100574","Nelson","1","2",11198,5358,4992,10664,10669,5110,4870,"7.4468","1","0","0","59",,"907"
"0577","2021S05100577","New Glasgow","1","2",19316,9537,8917,18665,19137,9422,8623,"29.8163","1","0","0","12",,"220"
"0578","2021S05100578","New Hamburg","6","2",14379,5399,5315,13595,13595,4982,4944,"15.7493","0","0","0","35",,"541"
"0580","2021S05100580","New Richmond","4","2",1886,984,943,1901,1901,944,898,"4.0368","0","0","0","24",,
"0581","2021S05100581","New Waterford","2","2",6723,3414,3196,7344,7416,3554,3349,"9.2307","1","0","0","12",,"225"
"0587","2021S05100587","Nicolet","4","2",6083,2704,2593,5669,5669,2514,2392,"6.0315","0","0","0","24",,
"0588","2021S05100588","Nipawin","4","2",4147,1880,1737,3989,4016,1845,1738,"3.3672","1","0","0","47",,
"0591","2021S05100591","Normandin","4","2",1880,918,872,1910,1910,911,879,"1.9281","0","0","0","24",,
"0594","2021S05100594","North Battleford","1","2",13649,6273,5625,13567,14135,6335,5821,"8.665","1","0","0","47",,"735"
"0595","2021S05100595","North Bay","1","3",51433,24491,23008,50396,50396,24244,22201,"64.9064","0","0","0","35",,"575"
"0599","2021S05100599","Norwich","4","2",3038,1195,1158,2852,2852,1121,1088,"2.6949","0","0","0","35",,
"0600","2021S05100600","Norwood","4","2",1585,620,601,1380,1380,565,552,"1.9942","0","0","0","35",,
"0606","2021S05100606","Okotoks","1","3",30214,10666,10398,28833,28833,9815,9643,"17.2329","0","0","0","48",,"820"
"0607","2021S05100607","Olds","4","2",8983,3997,3722,8944,8944,3848,3612,"9.5101","0","0","0","48",,
"0608","2021S05100608","Oliver","4","2",5708,2746,2598,5279,5437,2520,2411,"5.6677","1","0","0","59",,
"0609","2021S05100609","Orangeville","6","3",34177,12520,12259,30734,32318,11767,11624,"19.7686","1","0","0","35",,"535"
"0610","2021S05100610","Orillia","1","3",33379,15416,14410,31128,31128,14275,13465,"22.6809","0","0","0","35",,"569"
"0611","2021S05100611","Ormstown","4","2",1785,832,798,1730,1735,814,766,"2.06","1","0","0","24",,
"0612","2021S05100612","Oromocto","4","2",8585,3708,3483,8805,8810,3713,3283,"10.0022","1","0","0","13",,
"0613","2021S05100613","Orono","2","2",1104,437,428,1105,1105,426,417,"1.3559","0","0","0","35",,"532"
"0614","2021S05100614","Oshawa","1","4",335949,124322,120661,308875,309759,116570,113575,"159.7893","1","0","0","35",,"532"
"0615","2021S05100615","Osoyoos","4","2",4859,2919,2279,4520,4537,2863,2183,"4.2356","1","0","0","59",,
"0616","2021S05100616","Ottawa - Gatineau","1","4",1068821,470979,446411,989567,994576,441902,414374,"549.4899","1","0","0","35","24","505"
"0618","2021S05100618","Outlook","4","2",2112,984,931,1829,2065,1002,907,"2.8186","1","0","0","47",,
"0619","2021S05100619","Owen Sound","1","2",22318,10647,10133,22032,22032,10350,9870,"20.8649","0","0","0","35",,"566"
"0620","2021S05100620","Oxbow","4","2",1051,475,409,1126,1126,482,430,"1.1897","0","0","0","47",,
"0622","2021S05100622","Palmerston","4","2",2989,1220,1184,2624,2624,1100,1068,"2.5388","0","0","0","35",,
"0623","2021S05100623","Papineauville","4","2",1126,611,557,1105,1105,608,532,"1.5849","0","0","0","24",,
"0624","2021S05100624","Paris","6","2",14956,5838,5657,12310,12389,4842,4720,"13.5525","1","0","0","35",,"543"
"0625","2021S05100625","Parkhill","4","2",1707,732,692,1737,1737,681,666,"2.4511","0","0","0","35",,
"0626","2021S05100626","Parksville","1","2",27330,13872,13155,23574,25364,12922,12192,"27.4486","1","0","0","59",,"939"
"0628","2021S05100628","Parry Sound","4","2",6788,3468,3160,6321,6321,3110,2892,"7.9543","0","0","0","35",,
"0629","2021S05100629","Peace River","4","2",4264,2046,1723,3924,4348,2016,1738,"5.0559","1","0","0","48",,
"0631","2021S05100631","Pembroke","1","2",16571,7848,7463,15940,16203,7697,7167,"17.4708","1","0","0","35",,"515"
"0632","2021S05100632","Penticton","1","3",36893,18426,17361,33617,33899,16913,15766,"25.8404","1","0","0","59",,"913"
"0634","2021S05100634","Perth","4","2",6486,3281,3163,5573,6042,3081,2926,"9.3945","1","0","0","35",,
"0636","2021S05100636","Peterborough","1","3",84793,38472,36429,82094,82149,37225,35153,"54.576","1","0","0","35",,"529"
"0639","2021S05100639","Petrolia","4","2",5632,2372,2313,5375,5402,2175,2136,"6.2861","1","0","0","35",,
"0641","2021S05100641","Picton","4","2",4508,2567,2277,4702,4395,2463,2214,"5.4287","1","0","0","35",,
"0642","2021S05100642","Pictou","4","2",2643,1377,1238,2711,2711,1404,1246,"4.3471","0","0","0","12",,
"0643","2021S05100643","Picture Butte","2","2",1808,686,646,1700,1700,664,632,"1.9523","0","0","0","48",,"810"
"0644","2021S05100644","Pierreville","4","2",1863,1010,945,1119,1842,991,906,"2.9165","1","0","0","24",,
"0645","2021S05100645","Pinawa","4","2",1512,755,684,1331,1441,715,647,"2.1387","1","0","0","46",,
"0646","2021S05100646","Pincher Creek","4","2",3463,1607,1473,3523,3523,1540,1444,"4.0566","0","0","0","48",,
"0651","2021S05100651","Plessisville","4","2",7028,3720,3418,7195,7228,3481,3336,"5.8677","1","0","0","24",,
"0652","2021S05100652","Ponoka","4","2",7032,3193,2959,6899,6899,3145,2871,"5.6096","0","0","0","48",,
"0653","2021S05100653","Pont-Rouge","4","2",6579,2803,2730,6239,6262,2588,2511,"6.6701","1","0","0","24",,
"0654","2021S05100654","Port Alberni","1","2",21711,10438,9898,20712,20910,10014,9490,"28.4917","1","0","0","59",,"940"
"0658","2021S05100658","Port Dover","2","2",7871,4028,3696,6161,6984,3526,3268,"8.1191","1","0","0","35",,"547"
"0659","2021S05100659","Port Elgin","4","2",9619,4540,4047,7862,8297,3942,3536,"8.0309","1","0","0","35",,
"0661","2021S05100661","Port Hawkesbury","4","2",2998,1441,1335,3004,3004,1471,1263,"4.9988","0","0","0","12",,
"0662","2021S05100662","Port Hope","1","2",13012,5901,5692,12587,12587,5638,5478,"12.7178","0","0","0","35",,"528"
"0665","2021S05100665","Port Perry","4","2",9553,3855,3741,9453,9453,3752,3696,"8.7626","0","0","0","35",,
"0666","2021S05100666","Port Stanley","2","2",3008,1702,1409,2148,2231,1416,1085,"3.7783","1","0","0","35",,"555"
"0668","2021S05100668","Port-Cartier","4","2",5400,2687,2440,5609,5609,2677,2461,"4.8835","0","0","0","24",,
"0669","2021S05100669","Portage la Prairie","1","2",12944,5980,5518,12949,13013,5677,5462,"9.9271","1","0","0","46",,"607"
"0670","2021S05100670","Portneuf","4","2",2107,1125,1061,2004,2004,1063,992,"3.1127","0","0","0","24",,
"0672","2021S05100672","Powassan","2","2",1241,509,483,1343,1343,526,511,"1.6789","0","0","0","35",,"575"
"0673","2021S05100673","Powell River","1","2",13116,6342,6038,12384,12389,6018,5752,"17.3677","1","0","0","59",,"945"
"0675","2021S05100675","Prescott","4","2",4078,1992,1888,3965,4217,2102,2015,"4.0172","1","0","0","35",,
"0677","2021S05100677","Price","4","2",1640,755,722,1679,1679,749,735,"1.8921","0","0","0","24",,
"0678","2021S05100678","Prince Albert","1","3",36768,15188,14017,35102,35102,14899,13572,"21.3747","0","0","0","47",,"745"
"0679","2021S05100679","Prince George","1","3",67339,29851,28163,65510,66315,29084,27332,"73.8989","1","0","0","59",,"970"
"0680","2021S05100680","Prince Rupert","1","2",11814,5507,4857,11733,11733,5440,4719,"7.9699","0","0","0","59",,"955"
"0681","2021S05100681","Princeton","4","2",2826,1489,1346,2745,2745,1500,1360,"4.4771","0","0","0","59",,
"0682","2021S05100682","Princeville","4","2",4396,2096,2020,4384,4448,2043,1972,"3.9715","1","0","0","24",,
"0683","2021S05100683","Provost","4","2",1834,824,732,1945,1945,807,750,"2.0923","0","0","0","48",,
"0685","2021S05100685","Québec","1","4",733156,365801,345423,705103,708280,342588,325792,"442.8488","1","0","0","24",,"421"
"0687","2021S05100687","Quesnel","1","2",12110,5808,5502,12064,12196,5746,5403,"25.2278","1","0","0","59",,"952"
"0692","2021S05100692","Rawdon","4","2",5680,2864,2700,5188,5289,2525,2359,"7.6787","1","0","0","24",,
"0693","2021S05100693","Raymond","4","2",3942,1305,1256,3533,3553,1208,1091,"3.9188","1","0","0","48",,
"0694","2021S05100694","Red Deer","1","3",99846,42979,40133,99718,99773,42018,39731,"65.9291","1","0","0","48",,"830"
"0697","2021S05100697","Redwater","2","2",1802,845,773,1591,1591,764,695,"2.008","0","0","0","48",,"835"
"0698","2021S05100698","Regina","1","4",224996,98426,91485,214631,214664,92950,87192,"105.6137","1","0","0","47",,"705"
"0699","2021S05100699","Renfrew","4","2",8337,4188,4012,8152,8308,4068,3906,"12.142","1","0","0","35",,
"0700","2021S05100700","Revelstoke","4","2",7709,3414,3147,6719,7067,3319,3075,"12.2953","1","0","0","59",,
"0704","2021S05100704","Richmond","2","2",4228,1586,1564,4055,4055,1510,1474,"4.0976","0","0","0","35",,"505"
"0705","2021S05100705","Richmond","4","2",3079,1634,1528,3046,3046,1596,1493,"5.3733","0","0","0","24",,
"0706","2021S05100706","Ridgetown","2","2",2797,1371,1293,3002,3002,1424,1308,"2.7259","0","0","0","35",,"556"
"0707","2021S05100707","Rigaud","4","2",3038,1429,1368,3613,3613,1622,1539,"2.488","0","0","0","24",,
"0708","2021S05100708","Rimbey","4","2",2258,1065,973,2086,2349,1048,970,"3.6314","1","0","0","48",,
"0709","2021S05100709","Rimouski","1","3",38708,20231,19158,36942,38478,19761,18399,"27.7942","1","0","0","24",,"404"
"0712","2021S05100712","Rivière-du-Loup","1","2",19081,9454,8993,17973,18321,9104,8505,"20.1742","1","0","0","24",,"405"
"0715","2021S05100715","Roberval","4","2",8056,3980,3762,8204,8360,3906,3719,"5.3584","1","0","0","24",,
"0716","2021S05100716","Roblin","4","2",1603,855,774,1614,1614,854,775,"2.7143","0","0","0","46",,
"0719","2021S05100719","Rockland","6","2",13625,5477,5368,12302,12399,5007,4916,"8.1532","1","0","0","35",,"505"
"0720","2021S05100720","Rocky Mountain House","4","2",6518,2972,2592,6429,6429,2861,2517,"7.4676","0","0","0","48",,
"0724","2021S05100724","Rosetown","4","2",2384,1171,1064,2331,2331,1138,1074,"1.8907","0","0","0","47",,
"0726","2021S05100726","Rosthern","4","2",1475,628,587,1488,1488,681,629,"1.6817","0","0","0","47",,
"0728","2021S05100728","Rouyn-Noranda","1","2",23186,12414,11534,23504,23569,12274,11396,"22.1833","1","0","0","24",,"485"
"0729","2021S05100729","Roxton Falls","4","2",1042,521,498,1003,1046,505,487,"2.2778","1","0","0","24",,
"0730","2021S05100730","Russell","4","2",1622,760,684,1395,1498,738,661,"1.9012","1","0","0","46",,
"0732","2021S05100732","Sackville","4","2",3798,2085,1758,2963,3053,1961,1378,"5.9984","1","0","0","13",,
"0734","2021S05100734","Saint John","1","3",63447,31074,29108,58341,61152,30940,27510,"70.047","1","0","0","13",,"310"
"0735","2021S05100735","Salisbury","2","2",1546,662,641,1534,1534,678,638,"2.6961","0","0","0","13",,"305"
"0736","2021S05100736","Salmon Arm","1","2",16065,7020,6707,12875,14948,6593,6305,"20.989","1","0","0","59",,"920"
"0737","2021S05100737","Sarnia","1","3",73944,34738,32893,72125,73403,34196,32670,"60.5349","1","0","0","35",,"562"
"0738","2021S05100738","Saskatoon","1","4",264637,115029,106542,245181,245904,106910,98413,"134.6325","1","0","0","47",,"725"
"0739","2021S05100739","Sault Ste. Marie","1","3",64923,31864,29743,66313,66313,31556,29888,"52.9654","0","0","0","35",,"590"
"0744","2021S05100744","Seaforth","4","2",2673,1248,1202,2680,2680,1206,1164,"2.7904","0","0","0","35",,
"0745","2021S05100745","Selkirk","4","2",9761,4383,4180,9839,9604,4112,3957,"5.9287","1","0","0","46",,
"0746","2021S05100746","Senneterre","4","2",2212,1211,1134,2239,2239,1135,1078,"3.068","0","0","0","24",,
"0748","2021S05100748","Sept-Îles","1","2",21352,10818,9672,22218,22218,10613,9738,"13.2456","0","0","0","24",,"412"
